target,prediction,is_homophone,word_S,word_I,word_D,word_H,char_S,char_I,char_D,char_H,wer,cer,exact_match
TO MAKE IT WORK,TO MAKE IT WORK,True,0,0,0,4,0,0,0,15,0.0,0.0,True
VERY FEW REMAIN,VERY FEW REMAIN,True,0,0,0,3,0,0,0,15,0.0,0.0,True
TAKING IT ALL IN,TAKING IT ALL IN,True,0,0,0,4,0,0,0,16,0.0,0.0,True
ONE NORTHERN WELSH RULER,ONE NORTHERN WELSH RULER,True,0,0,0,4,0,0,0,24,0.0,0.0,True
FORMALLY ACKNOWLEDGED HIS TITLE AS THE PRINCE OF WALES,FORMALLY ANNOLLED HIS TITLE AS THE PRINCE OF WALES,True,1,0,0,8,2,0,4,48,0.1111111111111111,0.1111111111111111,False
AND HERE ON TOP OF THE EAGLE TOWER,AND HERE ON TOP OF THE EAGLE TOWER,True,0,0,0,8,0,0,0,34,0.0,0.0,True
WHICH IS NOW IN SYRIA,WHICH IS NOW IN SURREY,True,1,0,0,4,3,1,0,18,0.2,0.19047619047619047,False
IT WAS A BLANK CANVAS,IT WAS A BLANK CANVAS,True,0,0,0,5,0,0,0,21,0.0,0.0,True
IN THE FIRST YEAR ALONE,IN THE FIRST YEAR ALONE,True,0,0,0,5,0,0,0,23,0.0,0.0,True
AS SHE LAY DYING,AS SHE LAY DYING,False,0,0,0,4,0,0,0,16,0.0,0.0,True
THE GARRISON RESPONDED WITH A HAIL OF ARROWS,THE GARRISON RESPONDED WITH A HAIL OF ARROWS,True,0,0,0,8,0,0,0,44,0.0,0.0,True
AND WHEN YOU'RE MOVING THROUGH ENEMY TERRITORY,AND WHEN YOU'RE MOVING THROUGH ENEMY TERRITORY,True,0,0,0,7,0,0,0,46,0.0,0.0,True
THE GARRISON TRIED TO SURRENDER BEFORE HE COULD TRY OUT HIS NEW TOY,THE GARISON TRIED TO SURRENDER BEFORE HE COULD TRY OUT HIS NEW TOY,True,1,0,0,12,0,0,1,66,0.07692307692307693,0.014925373134328358,False
HE ORDERED THEM BACK INSIDE,HE ORDERED THEM BACK INSIDE,False,0,0,0,5,0,0,0,27,0.0,0.0,True
YOU DON'T DESERVE MY GRACE,YOU DON'T DESERVE MY GRACE,True,0,0,0,5,0,0,0,26,0.0,0.0,True
TAKING NO CHANCES,TAKING NO CHANCES,True,0,0,0,3,0,0,0,17,0.0,0.0,True
TEARING IT TO THE GROUND,TERRIFYING IT TO THE GROUND,True,1,0,0,4,1,3,0,23,0.2,0.16666666666666666,False
THERE WAS A PORTCULLIS,THERE WAS A PERKELLIS,True,1,0,0,3,3,0,1,18,0.25,0.18181818181818182,False
PEOPLE SAT ON THE STAIRS,PEOPLE SAT ON THE STAIRS,False,0,0,0,5,0,0,0,24,0.0,0.0,True
WHICH IS IDEAL FOR IT,WHICH IS IDEAL FOR IT,True,0,0,0,5,0,0,0,21,0.0,0.0,True
CRACKS WILL APPEAR,CRACKS WILL APPEAR,False,0,0,0,3,0,0,0,18,0.0,0.0,True
SOMEONE CAME OUT OF A NEIGHBOURING PROPERTY AND SAID,SOMEONE CAME OUT OF A NEIGHBOURING PROPERTY AND SAID,False,0,0,0,9,0,0,0,52,0.0,0.0,True
VERY EXPENSIVE SHED,VERY EXPENSIVE SHED,True,0,0,0,3,0,0,0,19,0.0,0.0,True
WITHOUT MY SUNGLASSES,WITHOUT MY SUNGLASSES,False,0,0,0,3,0,0,0,21,0.0,0.0,True
EVEN THE FOREPLAY,EVEN THE FOUR PLAY,False,1,1,0,2,1,1,0,16,0.6666666666666666,0.11764705882352941,False
AND THEN WHEN IT CAME TO HIS SIGNATURE,AND THEN WHEN IT CAME TO HIS SIGNATURE,True,0,0,0,8,0,0,0,38,0.0,0.0,True
IT'S A BAKING SHOW,IT'S A BAKING SHOW,False,0,0,0,4,0,0,0,18,0.0,0.0,True
SHE'S PUSHED HERSELF,SHE'S PUSHED HERSELF,False,0,0,0,3,0,0,0,20,0.0,0.0,True
IT SOUNDS WRONG,IT SOUNDS WRONG,False,0,0,0,3,0,0,0,15,0.0,0.0,True
WHAT HAVE YOU LEARNED,WHAT HAVE YOU LEARNED,True,0,0,0,4,0,0,0,21,0.0,0.0,True
CHILDREN AND ADULTS ALIKE,CHILDREN AND ADULTS ALIKE,False,0,0,0,4,0,0,0,25,0.0,0.0,True
THAT'S A SHOCKING PERCENTAGE,THAT'S A SHOCKING PERCENTAGE,False,0,0,0,4,0,0,0,28,0.0,0.0,True
I'M JUST HOPEFUL,I'M JUST HOPEFUL,False,0,0,0,3,0,0,0,16,0.0,0.0,True
WE HAVE A LOT LESS ATMOSPHERE ABOVE US,WE HAVE A LOT LESS ATMOSPHERE ABOVE US,True,0,0,0,8,0,0,0,38,0.0,0.0,True
NO LONGER WOULD MEASUREMENT BE BASED ON THE HUMAN BODY,NO LONGER WOULD MEASUREMENT BE BASED ON THE HUMAN BODY,True,0,0,0,10,0,0,0,54,0.0,0.0,True
NO LONGER DEPENDENT ON THE SUN,NO LONGER DEPENDENT ON THE SUN,True,0,0,0,6,0,0,0,30,0.0,0.0,True
WHILE I'M SURROUNDED BY WATER RIGHT NOW,WHILE I'M SURROUNDED BY WATER RIGHT NOW,True,0,0,0,7,0,0,0,39,0.0,0.0,True
OUR CONTINUED PRESSURE,OUR CONTINUED PRESSURE,True,0,0,0,3,0,0,0,22,0.0,0.0,True
AND INFLAMMATORY PHOTOGRAPH,AND IN FLAMATORY PHOTOGRAPH,False,1,1,0,2,0,1,1,26,0.6666666666666666,0.07407407407407407,False
INFLAMMATORY OR TERRIBLE IMAGES,IN FLAMMATORY OR TERRIBLE IMAGES,True,1,1,0,3,0,1,0,31,0.5,0.03225806451612903,False
WE HAVE TO LOOK AT HOW SAUDI ARABIA,WE HAVE TO LOOK AT HOW SAUDI ARABIA,True,0,0,0,8,0,0,0,35,0.0,0.0,True
IN TERMS OF BRITAIN,IN TERMS OF BRITAIN,True,0,0,0,4,0,0,0,19,0.0,0.0,True
TO THE AVERAGE PERSON,TO THE AVERAGE PERSON,True,0,0,0,4,0,0,0,21,0.0,0.0,True
THERE'S A FAIR CHANCE YOU WILL BE,THERE'S A FAIR CHANCE YOU WILL BE,True,0,0,0,7,0,0,0,33,0.0,0.0,True
ABOUT 2 MILLION,ABOUT 2 MILLION,False,0,0,0,3,0,0,0,15,0.0,0.0,True
WHEN IT COMES TO THE ISSUE OF EQUAL MARRIAGE,WHEN IT COMES TO THE ISSUE OF EQUAL MARRIAGE,True,0,0,0,9,0,0,0,44,0.0,0.0,True
TO ALLOW BAD SURVEILLANCE TO WITHER ON THE VINE,TO ALLOW BAD SURVEILLANCE TO WITHER ON THE VINE,True,0,0,0,9,0,0,0,47,0.0,0.0,True
IF YOU DON'T LIKE THE SLOGAN,IF YOU DON'T LIKE THE SLOGAN,True,0,0,0,6,0,0,0,28,0.0,0.0,True
YOU HAVE A PROBLEM WITH IT,YOU HAVE A PROBLEM WITH IT,True,0,0,0,6,0,0,0,26,0.0,0.0,True
IN ALL SERIOUSNESS,IN ALL SERIOUSNESS,True,0,0,0,3,0,0,0,18,0.0,0.0,True
BUT IT HAS ESTABLISHED THE INFRASTRUCTURE OF A POLICE STATE AND IT COULD BE OPEN TO ABUSE IN THE,BUT IT HAS ESTABLISHED THE INFRASTRUCTURE OF A POLICE STATE AND IT COULD BE OPEN TO ABUSE IN THE,True,0,0,0,19,0,0,0,96,0.0,0.0,True
I HAVE NOTHING TO HIDE,I HAVE NOTHING TO HIDE,True,0,0,0,5,0,0,0,22,0.0,0.0,True
BETTER STREET LIGHTING CAN HELP,BETTER STREET LIGHTING CAN HELP,True,0,0,0,5,0,0,0,31,0.0,0.0,True
THE NEXT GENERATION,THE NEXT GENERATION,True,0,0,0,3,0,0,0,19,0.0,0.0,True
I'M NOT JEREMY VINE,I'M NOT JEREMY VINE,True,0,0,0,4,0,0,0,19,0.0,0.0,True
STANDING IN FOR YOUR REGULAR HOST FOR ONE WEEK ONLY,STANDING IN FOR YOUR REGULAR HOST FOR ONE WEEK ONLY,True,0,0,0,10,0,0,0,51,0.0,0.0,True
AND WHAT A PRIVILEGE THAT IS,AND WHAT A PRIVILEGE THAT IS,False,0,0,0,6,0,0,0,28,0.0,0.0,True
IF YOU'RE WATCHING,IF YOU'RE WATCHING,False,0,0,0,3,0,0,0,18,0.0,0.0,True
THAT'S ALL FOR THIS WEEK,THAT'S ALL FOR THIS WEEK,True,0,0,0,5,0,0,0,24,0.0,0.0,True
ACROSS 95 MILES,ACROSS 95 MILES,False,0,0,0,3,0,0,0,15,0.0,0.0,True
A FLOATING HOTEL,A FLOATING HOTEL,False,0,0,0,3,0,0,0,16,0.0,0.0,True
IN THE FORM OF A DESSERT PLATE,IN THE FORM OF A DESSERT PLATE,True,0,0,0,7,0,0,0,30,0.0,0.0,True
REGARDING ONE OF BRITAIN'S MOST NOTED,REGARDING ONE OF BRITAIN'S MOST NOTED,True,0,0,0,6,0,0,0,37,0.0,0.0,True
THAT MAKES A GRAND TOTAL OF SIX,THAT MAKES A GRAND TOTAL OF 6,False,1,0,0,6,1,0,2,28,0.14285714285714285,0.0967741935483871,False
IN A MODERN HOUSE,IN A MODERN HOUSE,True,0,0,0,4,0,0,0,17,0.0,0.0,True
THE PERFECT PINT,THE PERFECT PAINT,False,1,0,0,2,0,1,0,16,0.3333333333333333,0.0625,False
THEY'RE ALL ABOUT THE SAME,THEY'RE ALL ABOUT THE SAME,False,0,0,0,5,0,0,0,26,0.0,0.0,True
WE HAVE RUN OUT OF TIME,WE HAVE RUN OUT OF TIME,True,0,0,0,6,0,0,0,23,0.0,0.0,True
LOUISE AND KEVIN,LOUISE AND KEVIN,False,0,0,0,3,0,0,0,16,0.0,0.0,True
NOW THEY ARE GATHERING,NOW THEY ARE GATHERING,True,0,0,0,4,0,0,0,22,0.0,0.0,True
ALL LIFE IN THE ARCTIC,ALL LIFE IN THE ARCTIC,True,0,0,0,5,0,0,0,22,0.0,0.0,True
COULD WE ARRANGE THAT,COULD WE ARRANGE THAT,True,0,0,0,4,0,0,0,21,0.0,0.0,True
I WAS FINE YESTERDAY,I WAS FINE YESTERDAY,True,0,0,0,4,0,0,0,20,0.0,0.0,True
LET'S NOT MESS ABOUT,LET'S NOT MESS ABOUT,True,0,0,0,4,0,0,0,20,0.0,0.0,True
WHAT I CAN TELL YOU,WHAT I CAN TELL YOU,True,0,0,0,5,0,0,0,19,0.0,0.0,True
THIS IS SOUTH WELL,THIS IS SOUTHWELL,False,1,0,1,2,0,0,1,17,0.5,0.05555555555555555,False
THE ROMANS FELT THEIR PRESENCE WAS STRONG ENOUGH HERE,THE ROMANS FELT THEIR PRESENCE WAS STRONG ENOUGH HERE,True,0,0,0,9,0,0,0,53,0.0,0.0,True
TO SAY TO THE KING,TO SAY TO THE KING,True,0,0,0,5,0,0,0,18,0.0,0.0,True
WHEN HE WAS STAYING AT THE PALACE,WHEN HE WAS STAYING AT THE PALACE,True,0,0,0,7,0,0,0,33,0.0,0.0,True
HOME TO AN ANIMAL THAT IS RIGHT AT THE TOP OF THE FOOD CHAIN,HOME TO AN ANIMAL THAT IS RIGHT AT THE TOP OF THE FOOD CHAIN,True,0,0,0,14,0,0,0,60,0.0,0.0,True
LITERALLY TWO MINUTES FROM THE AIRPORT,LITERALLY TWO MINUTES FROM THE AIRPORT,True,0,0,0,6,0,0,0,38,0.0,0.0,True
MAYBE MORE OF STEEL AND IRON,MAYBE MORE OF STEEL AND IRON,True,0,0,0,6,0,0,0,28,0.0,0.0,True
WHICH MELTS MORE ICE,WHICH MELTS MORE ICE,True,0,0,0,4,0,0,0,20,0.0,0.0,True
THINK ABOUT THE MELTING SEA ICE,THINK ABOUT THE MELTING ICE,True,0,0,1,5,0,0,4,27,0.16666666666666666,0.12903225806451613,False
AGAIN OPEN TO THE ELEMENTS,AGAIN OPEN TO THE ELEMENTS,True,0,0,0,5,0,0,0,26,0.0,0.0,True
VERY ATTRACTIVE YOUNG WOMAN,VERY ATTRACTIVE YOUNG WOMAN,True,0,0,0,4,0,0,0,27,0.0,0.0,True
AND THAT HAD AN IMPORTANT EFFECT,AND THAT HAD AN IMPORTANT EFFECT,True,0,0,0,6,0,0,0,32,0.0,0.0,True
PROVIDED BY THE RAILWAYS,PROVIDED BY THE RAILWAYS,True,0,0,0,4,0,0,0,24,0.0,0.0,True
THE GREAT THING ABOUT THE RAILWAYS IS,THE GREAT THING ABOUT THE RAILWAYS IS,False,0,0,0,7,0,0,0,37,0.0,0.0,True
EVERYONE ARRIVES AT THE SAME PLACE AT THE SAME TIME,EVERYONE ARRIVES AT THE SAME PLACE AT THE same TIME,False,1,0,0,9,4,0,0,47,0.1,0.0784313725490196,True
THERE IS ONE THING,THERE IS ONE THING,True,0,0,0,4,0,0,0,18,0.0,0.0,True
IT MIGHT BE BONFIRE NIGHT,IT MIGHT BE BONFIRE NIGHT,True,0,0,0,5,0,0,0,25,0.0,0.0,True
OF COURSE IT WILL,OF COURSE IT WILL,True,0,0,0,4,0,0,0,17,0.0,0.0,True
TODAY'S CONTESTANTS ARE,TODAY'S CONTESTANTS ARE,True,0,0,0,3,0,0,0,23,0.0,0.0,True
I FEEL GUILTY WHEN I'M AT HOME,I FEEL GUILTY WHEN I'M AT HOME,True,0,0,0,7,0,0,0,30,0.0,0.0,True
I WILL ALWAYS NEED YOU,I WILL ALWAYS NEED YOU,True,0,0,0,5,0,0,0,22,0.0,0.0,True
AS YOU MIGHT SAY,AS YOU MIGHT SAY,True,0,0,0,4,0,0,0,16,0.0,0.0,True
BUT MY GOODNESS,BUT MY GOODNESS,True,0,0,0,3,0,0,0,15,0.0,0.0,True
ALSO KNOWN AS A TANDEM,ALSO KNOWN AS A TANDEM,False,0,0,0,5,0,0,0,22,0.0,0.0,True
SO I THINK IT IS A PIECE OF VERY ONE DIMENSIONAL LEFT WING PROPAGANDA,SO I THINK IT IS A PIECE OF VERY ONE DIMENSIONAL LEFT WING PROPAGANDA,True,0,0,0,14,0,0,0,69,0.0,0.0,True
THERE IS A HUGE CROSSOVER BETWEEN THE TWO,THERE IS A HUGE CROSS OVER BETWEEN THE TWO,True,1,1,0,7,0,1,0,41,0.25,0.024390243902439025,False
TAX CREDITS ARE BASICALLY BENEFITS,TAX CREDITS ARE BASICALLY BENEFITS,True,0,0,0,5,0,0,0,34,0.0,0.0,True
FORMERLY KNOWN AS SIMON,FORMERLY KNOWN AS SIMON,False,0,0,0,4,0,0,0,23,0.0,0.0,True
I FEEL LIKE THIS,I FEEL LIKE THIS,True,0,0,0,4,0,0,0,16,0.0,0.0,True
BECAUSE THAT'S HOW YOU ARE A PART OF SOCIETY,BECAUSE THAT'S HOW YOU ARE A PART OF SOCIETY,True,0,0,0,9,0,0,0,44,0.0,0.0,True
BEFORE I CAME OUT,BEFORE I CAME OUT,True,0,0,0,4,0,0,0,17,0.0,0.0,True
OR MORE CORRECTLY COUNCILS,OR MORE CORRECTLY COUNCILS,True,0,0,0,4,0,0,0,26,0.0,0.0,True
ESPECIALLY AS IT RELATES TO CHILDREN,ESPECIALLY AS IT RELATES TO CHILDREN,True,0,0,0,6,0,0,0,36,0.0,0.0,True
THEY ARE CHILDREN,THEY ARE CHILDREN,True,0,0,0,3,0,0,0,17,0.0,0.0,True
I DO HOPE YOU'LL JOIN US THEN,I DO HOPE YOU'LL JOIN US THEN,True,0,0,0,7,0,0,0,29,0.0,0.0,True
ISLAM ALLOWS POLYGAMY,ISLAM ALLOWS POLIGAMY,False,1,0,0,2,1,0,0,20,0.3333333333333333,0.047619047619047616,False
IF YOU HAVEN'T CAUGHT IT YET,IF YOU HAVEN'T CAUGHT IT YET,True,0,0,0,6,0,0,0,28,0.0,0.0,True
HERSELF CURRENTLY LEARNING TO SIGN,HERSELF CURRENTLY LEARNING TO SIGN,True,0,0,0,5,0,0,0,34,0.0,0.0,True
SOME PEOPLE HERE TONIGHT PREFER SUBTITLES,SOME PEOPLE HERE TONIGHT PREFER SUBTITLES,True,0,0,0,6,0,0,0,41,0.0,0.0,True
SURELY AS A MATTER OF PRINCIPLE,SURELY AS A MATTER OF PRINCIPLE,True,0,0,0,6,0,0,0,31,0.0,0.0,True
IF YOU'RE WATCHING,IF YOU'RE WATCHING,False,0,0,0,3,0,0,0,18,0.0,0.0,True
STANDARD RATES APPLY,STANDARD RATES APPLY,False,0,0,0,3,0,0,0,20,0.0,0.0,True
HASN'T TIME FLOWN,HASN'T TIME FLOWN,False,0,0,0,3,0,0,0,17,0.0,0.0,True
WHEN MY HUSBAND AND I ARE NOT AROUND,WHEN MY HUSBAND AND I ARE NOT AROUND,True,0,0,0,8,0,0,0,36,0.0,0.0,True
ASKING FOR PERMISSION,ASKING FOR PERMISSION,True,0,0,0,3,0,0,0,21,0.0,0.0,True
AND IT WAS TOTALLY NORMAL,AND IT WAS TOTALLY NORMAL,False,0,0,0,5,0,0,0,25,0.0,0.0,True
THAT SOUNDS LIKE A PRETTY CRAZY JOB FOR ANYONE TO BE DOING,THAT SOUNDS LIKE A PRETTY CRAZY JOB FOR ANYONE TO BE DOING,True,0,0,0,12,0,0,0,58,0.0,0.0,True
ALL MY FINGERS WERE HANGING OFF,ALL MY FINGERS WERE HANGING OFF,False,0,0,0,6,0,0,0,31,0.0,0.0,True
I WENT TO USE MY RIGHT ARM,I WENT TO USE MY RIGHT ARM,True,0,0,0,7,0,0,0,26,0.0,0.0,True
HE WAS SHOT AND KILLED,HE WAS SHOT AND KILLED,False,0,0,0,5,0,0,0,22,0.0,0.0,True
IF I DIDN'T HAVE HER,IF I DIDN'T HAVE HER,True,0,0,0,5,0,0,0,20,0.0,0.0,True
I'M WITH MARK TWAIN LIES,I'M WITH MARK TWAIN LIES,True,0,0,0,5,0,0,0,24,0.0,0.0,True
IT'S THE INTERNET,IT'S THE INTERNET,False,0,0,0,3,0,0,0,17,0.0,0.0,True
AND I'M WARNING YOU,AND I'M WARNING YOU,True,0,0,0,4,0,0,0,19,0.0,0.0,True
IN THE BASEMENT,IN THE BASEMENT,True,0,0,0,3,0,0,0,15,0.0,0.0,True
THEY HAVEN'T GONE FAR,THEY HAVEN'T GONE FAR,False,0,0,0,4,0,0,0,21,0.0,0.0,True
TIME NOW FOR ONE OF THE GREATEST TV COMEBACKS OF OUR TIME,TIME NOW FOR ONE OF THE GREATEST TV COMEBACKS OF OUR TIME,True,0,0,0,12,0,0,0,57,0.0,0.0,True
HAROLD IN NEIGHBOURS,HAROLD IN NEIGHBOURS,True,0,0,0,3,0,0,0,20,0.0,0.0,True
WE NEED TO START LAYERING,WE NEED TO START LAYERING,True,0,0,0,5,0,0,0,25,0.0,0.0,True
ONE WAS A PILOT,ONE WAS A PILOT,True,0,0,0,4,0,0,0,15,0.0,0.0,True
SURRENDER WAS NOT AN OPTION,SURRENDER WAS NOT AN OPTION,True,0,0,0,5,0,0,0,27,0.0,0.0,True
MANY WERE TEENAGERS ABOUT TO GET THEIR FIRST TASTE OF WAR,MANY WERE TEENAGERS ABOUT TO GET THEIR FIRST TASTE OF WAR,True,0,0,0,11,0,0,0,57,0.0,0.0,True
HE DIED THAT VERY FIRST DAY,HE DIED THAT VERY FIRST DAY,True,0,0,0,6,0,0,0,27,0.0,0.0,True
THIS IS ONE OF THE QUESTIONS,THIS IS ONE OF THE QUESTIONS,True,0,0,0,6,0,0,0,28,0.0,0.0,True
CELEBRATING 100 YEARS OF WAR FILMS,CELEBRATING 100 YEARS OF WAR FILMS,True,0,0,0,6,0,0,0,34,0.0,0.0,True
WHERE I'M GOING,WHERE I'M GOING,True,0,0,0,3,0,0,0,15,0.0,0.0,True
BUT TEN YEARS AGO,BUT 10 YEARS AGO,True,1,0,0,3,2,0,1,14,0.25,0.17647058823529413,False
IT COULD END TONIGHT,IT COULD END TONIGHT,False,0,0,0,4,0,0,0,20,0.0,0.0,True
BACK IN SIERRA LEONE,BACK IN SIERRA LEONE,True,0,0,0,4,0,0,0,20,0.0,0.0,True
AND THIS WASN'T UNUSUAL,AND THIS WASN'T UNUSUAL,False,0,0,0,4,0,0,0,23,0.0,0.0,True
AS WELL AS THE BODY,AS WELL AS THE BODY,False,0,0,0,5,0,0,0,19,0.0,0.0,True
GIVING HOPE AND CARE TO OTHERS IS SOMETHING OUR ARMED FORCES DO WITHOUT QUESTION,GIVING HOPE AND CARE TO OTHERS IS SOMETHING OUR ARMED FORCES DO WITHOUT QUESTION,True,0,0,0,14,0,0,0,80,0.0,0.0,True
WE HEARD THE STORY OF THE NURSE ANNA CROSS,WE HEARD THE STORY OF THE NURSE ANNE ACROSS,True,2,0,0,7,1,1,0,41,0.2222222222222222,0.047619047619047616,False
TO HAVE NO CONTACT AT ALL,TO HAVE NO CONTACT AT ALL,True,0,0,0,6,0,0,0,25,0.0,0.0,True
SHE NEEDS TO MAKE SURE THAT,SHE NEEDS TO MAKE SURE THAT,True,0,0,0,6,0,0,0,27,0.0,0.0,True
THEY DON'T CALL THEM TEAM POCKET ROCKET FOR NOTHING,THEY DON'T CALL THEM TEAM POCKET ROCKET FOR NOTHING,True,0,0,0,9,0,0,0,51,0.0,0.0,True
AND THE WEATHER HAS BEEN PERFECT,AND THE WEATHER HAS BEEN PERFECT,True,0,0,0,6,0,0,0,32,0.0,0.0,True
COURAGE UNDER FIRE,COURAGE UNDER FIRE,False,0,0,0,3,0,0,0,18,0.0,0.0,True
MOST OF HIS LIFE,MOST OF HIS LIFE,False,0,0,0,4,0,0,0,16,0.0,0.0,True
THIS IS THE LORD ASHCROFT GALLERY,THIS IS THE LORD ASHCROFT GALLERY,False,0,0,0,6,0,0,0,33,0.0,0.0,True
TRAPPED UNDER HEAVY ARTILLERY FIRE,TRAPPED UNDER HEAVY ARTILLERY FIRE,False,0,0,0,5,0,0,0,34,0.0,0.0,True
TEN DAYS BEFOREHAND,TEN DAYS BEFORE HAND,False,1,1,0,2,0,1,0,19,0.6666666666666666,0.05263157894736842,False
THE PRESIDENT ELECT HAS MET WITH PRESIDENT OBAMA,THE PRESIDENT ELECT HAS MET WITH PRESIDENT OBAMA,False,0,0,0,8,0,0,0,48,0.0,0.0,True
MR TRUMP TAKES OFFICE IN JANUARY,MR TRUMP TAKES OFFICE IN JANUARY,True,0,0,0,6,0,0,0,32,0.0,0.0,True
TODAY THEY TALKED ABOUT THE PROCESS OF TRANSITION,TODAY THEY TALKED ABOUT THE PROCESS OF TRANSITION,False,0,0,0,8,0,0,0,49,0.0,0.0,True
WE HAVE ALL THE USUAL SUSPECTS,WE HAVE ALL THE USUAL SUSPECTS,True,0,0,0,6,0,0,0,30,0.0,0.0,True
ANYWHERE IN THE WORLD,ANYWHERE IN THE WORLD,True,0,0,0,4,0,0,0,21,0.0,0.0,True
DEMONSTRATES THE VALUE OF GREEN SPACE,DEMONSTRATES THE VALUE OF GREEN SPACE,False,0,0,0,6,0,0,0,37,0.0,0.0,True
SO TEN CUBIC METRES,SO 10 CUBIC METRES,True,1,0,0,3,2,0,1,16,0.25,0.15789473684210525,False
I JUST COLLAPSED,I JUST COLLAPSED,True,0,0,0,3,0,0,0,16,0.0,0.0,True
I'VE BEEN INVOLVED WITH THE MILITARY,I'VE BEEN INVOLVED WITH THE MILITARY,True,0,0,0,6,0,0,0,36,0.0,0.0,True
THE ARMED FORCES,THE ARMED FORCES,False,0,0,0,3,0,0,0,16,0.0,0.0,True
THAT KNOCK ON THE DOOR IS A MOMENT THEY WILL NEVER FORGET,THAT KNOCK ON THE DOOR IS A MOMENT THEY WILL NEVER FORGET,False,0,0,0,12,0,0,0,57,0.0,0.0,True
WHO WAS KILLED IN AFGHANISTAN,WHO WAS KILLED IN AFGHANISTAN,True,0,0,0,5,0,0,0,29,0.0,0.0,True
ON A ROUTINE VISIT TO AN IRAQI POLICE STATION,ON A ROUTINE VISIT TO AN IRAQI POLICE STATION,True,0,0,0,9,0,0,0,45,0.0,0.0,True
KILLING HIM AND FIVE FRIENDS,KILLING HIM AND FIVE FRIENDS,True,0,0,0,5,0,0,0,28,0.0,0.0,True
IT WON'T TAKE A MOMENT,IT WON'T TAKE A MOMENT,False,0,0,0,5,0,0,0,22,0.0,0.0,True
SO WHAT IS THE ETIQUETTE,SO WHAT IS THE ETHIC,True,1,0,0,4,1,1,5,18,0.2,0.2916666666666667,False
BETWEEN THEM NOW,BETWEEN THEM NOW,False,0,0,0,3,0,0,0,16,0.0,0.0,True
I HAVE HAD MY FITTING NOW,I HAVE HAD MY FITTING NOW,True,0,0,0,6,0,0,0,25,0.0,0.0,True
MR KHAN SPEAKING,MR CONNIE SPEAKING,True,1,0,0,2,3,2,0,13,0.3333333333333333,0.3125,False
IF WE HAVE LEARNED ONE THING OVER THE PAST YEAR,IF WE HAVE LEARNED ONE THING OVER THE PAST YEAR,True,0,0,0,10,0,0,0,47,0.0,0.0,True
I DON'T REALLY WANT TO GO,I DON'T REALLY WANT TO GO,True,0,0,0,6,0,0,0,25,0.0,0.0,True
RISING ABOVE IT,RISING ABOVE IT,False,0,0,0,3,0,0,0,15,0.0,0.0,True
THE OLYMPIC SWIMMER,THE OLYMPICS SWIMMER,False,1,0,0,2,0,1,0,19,0.3333333333333333,0.05263157894736842,False
I WISH I WAS MORE LIKE YOU,I WISH I WAS MORE LIKE YOU,True,0,0,0,7,0,0,0,26,0.0,0.0,True
WHY DON'T WE ALL JUST GET ALONG,WHY DON'T WE ALL JUST GET ALONG,True,0,0,0,7,0,0,0,31,0.0,0.0,True
A TRIBAL NATION,A TRIBAL NATION,False,0,0,0,3,0,0,0,15,0.0,0.0,True
WHICH UPSET SOME OF OUR FEMALE RESIDENTS,WHICH UPSETS SOME OF OUR FEMALE RESIDENTS,True,1,0,0,6,0,1,0,40,0.14285714285714285,0.025,False
PUERTO RICAN STYLE,PWARE TO RECONSTRUCT,False,3,0,0,0,7,3,1,10,1.0,0.6111111111111112,False
IT WAS REALLY NICE,IT WAS REALLY NICE,False,0,0,0,4,0,0,0,18,0.0,0.0,True
YOU WON'T HAVE LONG,YOU WON'T HAVE LONG,True,0,0,0,4,0,0,0,19,0.0,0.0,True
ON THIS REMEMBRANCE WEEKEND,ON THIS REMEMBRANCE WEEKEND,False,0,0,0,4,0,0,0,27,0.0,0.0,True
AN OPPORTUNITY TO PAY TRIBUTE TO ALL MEMBERS OF THE ARMED FORCES,AN OPPORTUNITY TO PAY TRIBUTE TO ALL MEMBERS OF THE ARMED FORCES,True,0,0,0,12,0,0,0,64,0.0,0.0,True
WE WOULD LOVE TO SELL IT,WE WOULD LOVE TO SELL IT,True,0,0,0,6,0,0,0,24,0.0,0.0,True
ONLY SEVEN PLACES REMAIN,ONLY SEVEN PLACES REMAIN,False,0,0,0,4,0,0,0,24,0.0,0.0,True
GREAT LEONARD COHEN,GREAT LEONARD COHEN,False,0,0,0,3,0,0,0,19,0.0,0.0,True
I LOVE WEDDINGS,I LOVE WEEDINGS,True,1,0,0,2,1,0,0,14,0.3333333333333333,0.06666666666666667,False
I'VE GOT A BETTER IDEA,I'VE GOT A BETTER IDEA,False,0,0,0,5,0,0,0,22,0.0,0.0,True
WHY DON'T WE ALL OBJECT,WHY DON'T WE ALL OBJECT,True,0,0,0,5,0,0,0,23,0.0,0.0,True
THAT WAS AMAZING,THAT WAS AMAZING,False,0,0,0,3,0,0,0,16,0.0,0.0,True
IT WAS AN INCREDIBLE PERFORMANCE,IT WAS AN INCREDIBLE PERFORMANCE,True,0,0,0,5,0,0,0,32,0.0,0.0,True
IT WAS INCREDIBLE ENTERTAINMENT,IT WAS INCREDIBLE ENTERTAINMENT,False,0,0,0,4,0,0,0,31,0.0,0.0,True
UP UNTIL LAST WEEK,UP UNTIL LAST WEEK,True,0,0,0,4,0,0,0,18,0.0,0.0,True
